sourceTaxonName,targetTaxonName,interactionTypeName,sourceTaxonPhylumName,targetTaxonPhylumName
Bat Paramyxovirus Eid_hel/GH-M43/GHA/2010,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GH-M33/GHA/2009,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GH-M28/GHA/2009,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GB3384/GAB/2006,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GB3378/GAB/2006,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GB1678/GAB/2005,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GB1663/GAB/2005,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GB1661-RMH/GAB/2005,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GB1661-AR/GAB/2005,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GB1659/GAB/2005,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GB1535/GAB/2005,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/GB1237/GAB/2005,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Car_bre//BR96/BRA/2009,Carollia brevicauda,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Car_bre/BR100/BRA/2009,Carollia brevicauda,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Car_bre/BR102/BRA/2009,Carollia brevicauda,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Car_per/BR310/BRA/2009,Carollia perspicillata,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Col_afr/GB09478/GAB/2009,Coleura afra,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Des_rot/BR21/BRA/2008,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Des_rot/BR22/BRA/2008,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Des_rot/BR222/BRA/2009,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid-hel/RCA-P10/RCA/2008,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/CD287/DRC/2009,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/CD291/DRC/2009,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat Paramyxovirus Eid_hel/CD297/DRC/2009,Eidolon helvum,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Taphozous theobaldi,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mops leucostigma,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Myotis goudoti,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Otomops madagascariensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Triaenops menamena,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus griveaudi,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Chaerephon leucogaster,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Vespertilionidae,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus jugularis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus simulator,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus simulator,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris thebaica,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris thebaica,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris thebaica,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Afronycteris nana,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris thebaica,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus simulator,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus simulator,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris thebaica,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris thebaica,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus natalensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Pteronotus parnellii,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mops midas,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mops leucostigma,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus jugularis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus mahafaliensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus gleni,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus sororculus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Triaenops menamena,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus griveaudi,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Chaerephon leucogaster,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Otomops madagascariensis,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Myotis goudoti,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Pteropus rufus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Paratriaenops furculus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Pteronotus parnellii,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Pteronotus parnellii,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Murina leucogaster,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Coleura kibomalandy,hasHost,Negarnaviricota,Chordata
Bat rubulavirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Triaenops afer,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Triaenops afer,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Taphozous,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Taphozous mauritianus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Taphozous mauritianus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rousettus aegyptiacus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus smithersi,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus simulator,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus landeri,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus denti,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Rhinolophus denti,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Pipistrellus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Otomops martiensseni,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Otomops martiensseni,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Otomops martiensseni,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris thebaica,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris thebaica,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris thebaica,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Nycteris,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Afronycteris nana,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus minor,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Kerivoula argentata,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Kerivoula argentata,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Hipposideros,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Hipposideros,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Hipposideros ruber,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Hipposideros fuliginosus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Hipposideros caffer,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Hipposideros caffer,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Eptesicus hottentotus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Eptesicus hottentotus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Coleura afra,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus griveaudi,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus griveaudi,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Coleura afra,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Myotis macrodactylus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus schreibersii,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Myotis petax,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Miniopterus schreibersii,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Myotis nattereri,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Pteropus poliocephalus,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Myotis nattereri,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Mormopterus francoismoutoui,hasHost,Negarnaviricota,Chordata
Bat paramyxovirus,Myotis daubentonii,hasHost,Negarnaviricota,Chordata
Bat orthoreovirus ZFB14-130,Rousettus aegyptiacus,hasHost,Duplornaviricota,Chordata
Bat MERS-like coronavirus,Hypsugo pulveratus,hasHost,Pisuviricota,Chordata
Bat MERS-like coronavirus,Hypsugo,hasHost,Pisuviricota,Chordata
Bat MERS-like coronavirus,Ia io,hasHost,Pisuviricota,Chordata
Bat MERS-like coronavirus,Vespertilio sinensis,hasHost,Pisuviricota,Chordata
Bat hepevirus,Plecotus sacrimontis,hasHost,Kitrinoviricota,Chordata
Bat hepevirus,Eptesicus japonensis,hasHost,Kitrinoviricota,Chordata
Bat hepevirus,Eptesicus japonensis,hasHost,Kitrinoviricota,Chordata
Bat hepevirus,Vampyrodes caraccioli,hasHost,Kitrinoviricota,Chordata
Bat hepevirus,Myotis daubentonii,hasHost,Kitrinoviricota,Chordata
Bat hepevirus,Myotis bechsteinii,hasHost,Kitrinoviricota,Chordata
Bat hepevirus,Hipposideros abae,hasHost,Kitrinoviricota,Chordata
Bat hepevirus,Eptesicus serotinus,hasHost,Kitrinoviricota,Chordata
Bat hepatovirus,Miniopterus manavi,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Myotis dasycneme,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Rhinolophus hipposideros,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Nyctalus noctula,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Myotis myotis,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Myotis myotis,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Coleura afra,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Rhinolophus landeri,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Glauconycteris,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Natalus lanatus,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat hepatovirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat pegivirus,Pteropus giganteus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Pteropus giganteus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Pteropus giganteus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Pteropus giganteus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Glossophaga commissarisi,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Artibeus glaucus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Sturnira ludovici,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Carollia perspicillata,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Chiroptera,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Trachops cirrhosus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Nyctinomops macrotis,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Taphozous,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Eidolon helvum,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Chiroptera,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Rousettus aegyptiacus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Hipposideros gigas,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Rousettus aegyptiacus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Rousettus aegyptiacus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Eidolon helvum,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Scotophilus dinganii,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Otomops martiensseni,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Mops condylurus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Chaerephon,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Chaerephon,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Epomophorus labiatus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Eidolon helvum,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Rousettus aegyptiacus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Megaloglossus woermanni,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Chaerephon,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Carollia perspicillata,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Sturnira lilium,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Desmodus rotundus,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Hipposideros vittatus,hasHost,Kitrinoviricota,Chordata
Bat hepacivirus,Hipposideros vittatus,hasHost,Kitrinoviricota,Chordata
Bat hepacivirus,Otomops martiensseni,hasHost,Kitrinoviricota,Chordata
Bat hepacivirus,Otomops martiensseni,hasHost,Kitrinoviricota,Chordata
Bat hepacivirus,Hipposideros vittatus,hasHost,Kitrinoviricota,Chordata
Bat hepacivirus,Scotoecus,hasHost,Kitrinoviricota,Chordata
Bat hepacivirus C1,Chiroptera,hasHost,Kitrinoviricota,Chordata
Bat pegivirus,Eidolon helvum,hasHost,Kitrinoviricota,Chordata
Bat GB-like virus JFD-2011,Eidolon helvum,hasHost,Kitrinoviricota,Chordata
Bat GB-like virus JFD-2011,Hipposideros gigas,hasHost,Kitrinoviricota,Chordata
Bat GB-like virus JFD-2011,Rousettus aegyptiacus,hasHost,Kitrinoviricota,Chordata
Bat GB-like virus JFD-2011,Eidolon helvum,hasHost,Kitrinoviricota,Chordata
Bat GB virus JFD/Gabon/2005,Rousettus aegyptiacus,hasHost,Kitrinoviricota,Chordata
Bat filovirus,Rousettus,hasHost,Negarnaviricota,Chordata
Bat filovirus,Eonycteris spelaea,hasHost,Negarnaviricota,Chordata
Bat filovirus,Eonycteris spelaea,hasHost,Negarnaviricota,Chordata
Bat filovirus,Rousettus,hasHost,Negarnaviricota,Chordata
Bat filovirus,Rousettus leschenaultii,hasHost,Negarnaviricota,Chordata
Bat coronavirus/5026/2013/Cynomops abrasus/Brazil,Cynomops abrasus,hasHost,Pisuviricota,Chordata
Bat coronavirus/4705/2013/Cynomops abrasus/Brazil,Cynomops abrasus,hasHost,Pisuviricota,Chordata
Bat coronavirus/4702/2013/Cynomops abrasus/Brazil,Cynomops abrasus,hasHost,Pisuviricota,Chordata
Bat coronavirus/4620/2014/Glossophaga soricina/Brazil,Glossophaga soricina,hasHost,Pisuviricota,Chordata
Bat coronavirus/4539/2013/Cynomops planirostris/Brazil,Cynomops planirostris,hasHost,Pisuviricota,Chordata
Bat coronavirus/4292/2013/Desmodus rotundus/Brazil,Desmodus rotundus,hasHost,Pisuviricota,Chordata
Bat coronavirus/2218/2014/Cynomops planirostris/Brazil,Cynomops planirostris,hasHost,Pisuviricota,Chordata
Bat coronavirus/2173/2014/Cynomops planirostris/Brazil,Cynomops planirostris,hasHost,Pisuviricota,Chordata
Bat coronavirus ZS-2005,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Bat coronavirus Trinidad/1CO7BA/2007,Glossophaga soricina,hasHost,Pisuviricota,Chordata
Bat coronavirus SLO1A0082/2008/SVN,Rhinolophus hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus SLO1A0066/2008/SVN,Rhinolophus hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus SLO1A0050/2008/SVN,Rhinolophus hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus RaTG13,Rhinolophus affinis,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/G03,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/G01,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/E9,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/E11,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/105,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/127,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/132,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/143,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/144,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/44,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/94,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/96,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/B01,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/D09,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/E05,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus POA/2012/E07,Chiroptera,hasHost,Pisuviricota,Chordata
Bat Coronavirus Taper/CII_KSA_287/Bisha/Saudi Arabia/2012,Taphozous perforatus,hasHost,Pisuviricota,Chordata
Bat Coronavirus Rhhar/CII_KSA_004/Bisha/Saudi Arabia/2013,Rhinopoma hardwickii,hasHost,Pisuviricota,Chordata
Bat coronavirus Rhhar/CII_KSA_003/Bisha/Saudi Arabia/2013,Rhinopoma hardwickii,hasHost,Pisuviricota,Chordata
Bat coronavirus Rhhar/CII_KSA_002/Bisha/Saudi Arabia/2013,Rhinopoma hardwickii,hasHost,Pisuviricota,Chordata
Bat coronavirus Pikuh/CII_KSA_001/Riyadh/Saudi Arabia/2013,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Bat coronavirus Philippines/Diliman1552G1/2008,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Bat coronavirus Philippines/Diliman1525G2/2008,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat coronavirus P.nat/GER/1048/2013,Pipistrellus nathusii,hasHost,Pisuviricota,Chordata
Bat coronavirus P.davyi49/Mexico/2012,Pteronotus davyi,hasHost,Pisuviricota,Chordata
Bat coronavirus M.rufus28/Brazil/2010,Molossus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/04/2010,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/03/2010,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/03/2009,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/02/2010,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/02/2009,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/01/2010,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/01/2009,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1023A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1020A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1019A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1018A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1012B,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1011A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/962A,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/964Co,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/971Co,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/972A,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/991C,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1088A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1089B,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1091C,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1092B,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1095A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1106A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1108A,Myotis nattereri,hasHost,Pisuviricota,Chordata
